barra_codigo,barra_nombre,region
QUELENTARO____013,BA S/E QUELENTARO 13.2KV BP,Desconocida
QUELENTARO____110,BA S/E QUELENTARO 110KV BP1,Desconocida
QUELENTARO____220,BA S/E QUELENTARO 220KV BP1,Desconocida
QUELLON_______013,,Desconocida
QUELLON_______110,BA S/E QUELLON 110KV BP1,Desconocida
QUELTEHUES____012,BA S/E CENTRAL QUELTEHUES 12KV,Desconocida
QUELTEHUES____110,BA S/E CENTRAL QUELTEHUES 110KV BP1,Desconocida
QUEREO________023,BA S/E QUEREO 23KV,Desconocida
QUEREO________110,BA S/E QUEREO 110 kV BP1 [NO_MOSTRAR],Desconocida
QUIANI________013,BA S/E QUIANI 13.8KV-BP1 [No_Mostrar],Desconocida
QUIANI________066,BA S/E QUIANI 66KV [No_Mostrar],Desconocida
QUIBORAX______066,,Desconocida
QUILAPILUN____220,BA S/E CENTRAL QUILAPILUN 220KV BP1,Desconocida
QUILICURA_____013,BA S/E QUILICURA 12KV BP2,Desconocida
QUILICURA_____023,BA S/E QUILICURA 23KV BP1,Desconocida
QUILICURA_____110,BA S/E QUILICURA 110KV BP1,Desconocida
QUILLECO______013,,Desconocida
QUILLECO______220,BA S/E CENTRAL QUILLECO 220KV BP1,Desconocida
QUILLOTA______110,BA S/E QUILLOTA 110KV BP1,Valparaíso
QUILLOTA______220,BA S/E QUILLOTA 220KV BP1-1,Valparaíso
QUILMO________033,BA S/E QUILMO 033KV,Desconocida
QUILMO________066,BA S/E QUILMO II 66KV,Desconocida
QUILPUE_______013,BA S/E QUILPUE 12kV BP1,Desconocida
QUILPUE_______110,BA S/E QUILPUE 110kV BP1,Desconocida
QUINAHUE______066,,Desconocida
QUINENCO______154,,Desconocida
QUINQUIMO2____110,BA S/E QUINQUIMO 110 kV BP1-S2 [NO_MOSTRAR],Desconocida
QUINQUIMO_____023,BA S/E QUINQUIMO 23KV BP1-S1,Desconocida
QUINQUIMO_____110,BA S/E QUINQUIMO 110KV BP1-1,Desconocida
QUINTAY_______013,BA S/E QUINTAY 12kV BP1,Desconocida
QUINTAY_______066,BA S/E QUINTAY 66kV BP1,Desconocida
QUINTA________013,BA S/E QUINTA 13.2kV BP1,Desconocida
QUINTA________066,BA S/E QUINTA 66kV BP1,Desconocida
QUINTERO______013,BA S/E QUINTERO 12kV BP1,Desconocida
QUINTERO______110,BA S/E GNL QUINTERO 110KV BP1-2,Desconocida
QUINTERO______220,BA S/E CENTRAL QUINTERO 220KV BP1,Desconocida
QUIRIHUE______013,BA S/E QUIRIHUE 13.2KV,Desconocida
QUIRIHUE______023,BA S/E QUIRIHUE 23KV,Desconocida
QUIRIHUE______033,BA S/E QUIRIHUE 33KV,Desconocida
R.BONITO______023,BA S/E RIO BONITO 23KV,Desconocida
R.BONITO______110,BA S/E RIO BONITO 110KV [NO_MOSTRAR],Desconocida
R.NEGRO_______023,BA S/E RIO NEGRO 24 KV BP1,Desconocida
R.NEGRO_______066,BA S/E RIO NEGRO 66KV BP1,Desconocida
R.TOMIC_______220,BA S/E RADOMIRO TOMIC 220KV BP1,Desconocida
RACONCAGUA____110,BA S/E RIO ACONCAGUA 110KV BP1,Desconocida
RACONCAGUA____220,BA S/E RIO ACONCAGUA 220KV BP1,Desconocida
RAHUE_________220,BA S/E RAHUE 220KV BP1,Desconocida
RALCO_________013,,Biobío
RALCO_________220,BA S/E CENTRAL RALCO 220KV [NO_MOSTRAR],Biobío
RANCAGUA1_____066,BA S/E RANCAGUA 66KV BP1,O'Higgins
RANCAGUA2_____066,BA S/E RANCAGUA 66KV BP2,O'Higgins
RANCAGUA______154,BA S/E RANCAGUA 154KV BP1,O'Higgins
RANDE_________220,BA S/E RANDE 220KV BP,Desconocida
RANGUILI______013,BA S/E RANGUILI 13.8KV BP1,Desconocida
RANGUILI______066,,Desconocida
RAPEL_________066,BA S/E REGULADORA RAPEL 66KV,O'Higgins
RAPEL_________220,BA S/E RAPEL 220KV BP1,O'Higgins
RAUQUEN_______013,BA S/E RAUQUEN 13.2KV BT,Desconocida
RAUQUEN_______066,BA S/E RAUQUEN 66KV,Desconocida
RECINTO_______023,BA S/E RECINTO 23KV BP1,Desconocida
RECINTO_______033,BA S/E RECINTO 33KV BP1,Desconocida
RECOLETA______013,BA S/E RECOLETA 13.2KV BP1 [NO_MOSTRAR],Desconocida
RECOLETA______110,BA S/E RECOLETA 110KV BP1,Desconocida
REMEHUE_______066,BA S/E REMEHUE BP1 66KV,Desconocida
RENACA________013,BA S/E REÑACA 12kV BP1,Desconocida
RENACA________110,BA S/E REÑACA 110kV BP1,Desconocida
RENAICO_______066,BA S/E RENAICO (FFCC) 66KV,Desconocida
RENCA_________110,BA S/E RENCA 110KV BP1,Desconocida
RENGO_________013,BA S/E RENGO 15KV BP1,Desconocida
RENGO_________066,BA S/E RENGO 66KV BP1,Desconocida
RETIRO________013,BA S/E RETIRO 13.2KV,Desconocida
RETIRO________066,BA S/E RETIRO 66KV,Desconocida
RIECILLOS_____044,BA S/E RIECILLOS 44kV BP1,Desconocida
RIOHUASCO_____110,BA S/E HUASCO 110KV BP1-2,Desconocida
RIOTOLTEN_____110,,Desconocida
RIOTOLTEN_____220,BA S/E SECCIONADORA RIO TOLTEN 220KV BP1,Desconocida
RIO_BLANCO____013,BA S/E RIO BLANCO 12KV BP1,Desconocida
RIO_BLANCO____044,BA S/E RIO BLANCO 44kV BP1,Desconocida
RIO_ESCONDIDO_220,,Desconocida
RIO_MALLECO___220,BA S/E SECCIONADORA RIO MALLECO 220KV BP1,Desconocida
RIO_SALADO____110,BA S/E RIO SALADO 110KV BP1,Desconocida
ROMERAL_______110,BA S/E ROMERAL (CMP) 110KV BP1,Desconocida
RONCACHO______220,BA S/E RONCACHO 220 KV BP1,Desconocida
ROSARIO_______013,BA S/E ROMERAL (CMP) 11.5KV,Desconocida
ROSARIO_______066,BA S/E ROSARIO 66KV BP1,Desconocida
RRAPEL________013,BA S/E REGULADORA RAPEL 13KV [NO_MOSTRAR],O'Higgins
RRAPEL________066,BA S/E REGULADORA RAPEL 66 kV BP2 [NO_MOSTRAR],O'Higgins
RUCASOL_______023,,Desconocida
RUCASOL_______110,,Desconocida
RUCATAYO______220,BA S/E RUCATAYO 220KV BP1,Desconocida
RUCUE_________013,,Desconocida
RUCUE_________023,BA S/E CENTRAL RUCUE 23KV,Desconocida
RUCUE_________220,BA S/E CENTRAL RUCUE 220KV BP1,Desconocida
RUIL1_________066,BA S/E EL RUIL 66kV BP1-1,Desconocida
RUIL2_________066,BA S/E EL RUIL 66kV BP1-2,Desconocida
RUIL__________015,BA S/E EL RUIL 15kV BP1,Desconocida
RUNGUE________023,BA S/E RUNGUE 23KV BP1,Desconocida
RUNGUE________044,BA S/E RUNGUE 44KV BP1,Desconocida
S.ANDRES______154,,Desconocida
S.ANDRES______220,BA S/E SECCIONADORA SAN ANDRES 220KV BP1-S1,Desconocida
S.ANTONIO_____013,BA S/E SAN ANTONIO 12kV BP1,Valparaíso
S.ANTONIO_____066,BA S/E SAN ANTONIO 66kV BP1,Valparaíso
S.ANTONIO_____110,BA S/E SAN ANTONIO 110KV BP1,Valparaíso
S.CARLOS______013,BA S/E SAN CARLOS 13.8KV,Desconocida
S.CARLOS______066,BA S/E SAN CARLOS 66KV,Desconocida
S.F.MOSTAZAL__013,BA S/E SAN FRANCISCO DE MOSTAZAL 15KV BP2,Desconocida
S.F.MOSTAZAL__066,BA S/E SAN FRANCISCO DE MOSTAZAL 66KV BP1,Desconocida
S.FELIPE______013,BA S/E SAN FELIPE 12KV BP1,Desconocida
S.FELIPE______044,BA S/E SAN FELIPE 44kV BP1,Desconocida
S.FELIPE______110,BA S/E SAN FELIPE 110KV BP1,Desconocida
S.FERNANDO____015,BA S/E SAN FERNANDO 15KV BP1,O'Higgins
S.FERNANDO____066,BA S/E SAN FERNANDO (FFCC) 66KV B1,O'Higgins
S.FERNANDO____154,BA S/E SAN FERNANDO 154KV BP2,O'Higgins
S.FRUTILLAR.N_220,BA S/E FRUTILLAR NORTE 220KV BP1,Desconocida
S.GORDA_______220,BA S/E SIERRA GORDA 220KV BP1,Desconocida
S.GREGORIO____013,BA S/E SAN GREGORIO 13.2kV BP1 [No_Mostrar],Desconocida
S.GREGORIO____066,BA S/E SAN GREGORIO 66KV [no_mostrar],Desconocida
S.JAVIER______023,BA S/E SAN JAVIER 23KV,Desconocida
S.JAVIER______066,BA S/E SAN JAVIER 66KV,Desconocida
S.JERONIMO____013,BA S/E SAN JERONIMO 12kV BP1,Desconocida
S.JERONIMO____066,BA S/E SAN JERONIMO 66kV BP1,Desconocida
S.JOAQUIN_____015,BA S/E SAN JOAQUIN (CGE) 13.2KV C1,Desconocida
S.JOAQUIN_____110,BA S/E SAN JOAQUIN (CGE) 220KV BP1,Desconocida
S.LUIS2_______220,BA S/E SAN LUIS 220KV BP2,Desconocida
S.LUIS________220,BA S/E SAN LUIS 220KV BP1,Desconocida
S.MIGUEL______013,BA S/E SAN MIGUEL 15KV,Desconocida
S.MIGUEL______066,BA S/E SAN MIGUEL 66 kV BP1 [NO_MOSTRAR],Desconocida
S.P.PAPELES___066,,Desconocida
S.PEDRO_______013,BA S/E SAN PEDRO (CTNG) 12kV BP1,Desconocida
S.PEDRO_______110,BA S/E SAN PEDRO (CTNG) 110kV BP1,Desconocida
S.RAFAEL_S____013,BA S/E SAN RAFAEL 13.8KV,Desconocida
S.RAFAEL______013,BA S/E SAN RAFAEL (CHILQUINTA) 12kV BP1,Desconocida
S.RAFAEL______044,,Desconocida
S.RAFAEL______066,BA S/E SAN RAFAEL 66 kV BP1,Desconocida
S.RAFAEL______110,BA S/E SAN RAFAEL (CHILQUINTA) 110kV BP1,Desconocida
S.SEBASTIAN___013,BA S/E SAN SEBASTIAN 12kV BP1,Desconocida
S.SEBASTIAN___066,BA S/E SAN SEBASTIAN 66kV BP1,Desconocida
S.SIMON_______220,BA S/E SAN SIMON 220KV BP1,Desconocida
S.VICENTETT___013,BA S/E SAN VICENTE DE TAGUA TAGUA 15KV C2,Desconocida
S.VICENTETT___066,BA S/E SAN VICENTE DE TAGUA TAGUA 66KV T1,Desconocida
S.VICENTE_____013,BA S/E SAN VICENTE 13.2KV SECCION B,Desconocida
S.VICENTE_____066,BA S/E SAN VICENTE 66KV BP1,Desconocida
S.VICENTE_____154,BA S/E SAN VICENTE 154KV BP1-1,Desconocida
SALADILLO_____066,BA S/E SALADILLO 66KV B2,Desconocida
SALAMANCA_____023,BA S/E SALAMANCA 23KV BP2,Desconocida
SALAMANCA_____110,BA S/E SALAMANCA 110KV BP1,Desconocida
SALARCHUQAUX__220,,Desconocida
SALAR_________110,BA S/E SALAR 100KV BP1,Desconocida
SALAR_________220,BA S/E SALAR 220KV BP1,Desconocida
SANGABRIEL____033,BA S/E SAN GABRIEL 33KV BP1,Desconocida
SANGABRIEL____220,,Desconocida
SANGRA________023,BA S/E SANGRA BP 23KV,Desconocida
SANGRA________066,BA S/E SANGRA BP 66KV,Desconocida
SANPEDROEOL___030,,Desconocida
SANPEDROEOL___110,BA S/E CENTRAL SAN PEDRO DALCAHUE 110KV BP1,Desconocida
SANPEDRO______013,BA S/E SAN PEDRO (CGE) 15KV B1,Desconocida
SANPEDRO______066,BA S/E SAN PEDRO (CGE) 66KV B1,Desconocida
SANTACLARA____066,,Desconocida
SANTACLARA____220,BA S/E SANTA CLARA 220 KV BP1,Desconocida
SANTACRUZ_____013,BA S/E SANTA CRUZ 17.5KV BP1,Desconocida
SANTACRUZ_____066,BA S/E SANTA CRUZ 66KV BP1,Desconocida
SANTAFE_______006,BA S/E CELULOSA SANTA FE 6.6KV,Desconocida
SANTAFE_______013,BA S/E CELULOSA SANTA FE 13.2KV,Desconocida
SANTAFE_______220,BA S/E CELULOSA SANTA FE 220KV BP1,Desconocida
SANTA_BARBARA_013,BA S/E SANTA BARBARA 13.8KV,Desconocida
SANTA_BARBARA_066,BA S/E SANTA BARBARA 66KV [No_Mostrar],Desconocida
SANTA_ELENA___013,BA S/E SANTA ELENA 12KV BP5,Desconocida
SANTA_ELENA___110,BA S/E SANTA ELENA 110KV BP1,Desconocida
SANTA_MARTA___013,BA S/E SANTA MARTA 12KV BP1,Desconocida
SANTA_MARTA___023,BA S/E SANTA MARTA 23KV BA3,Desconocida
SANTA_MARTA___110,BA S/E SANTA MARTA 110KV BP1,Desconocida
SANTA_RAQUEL__013,BA S/E SANTA RAQUEL 12KV BP1,Desconocida
SANTA_RAQUEL__110,BA S/E SANTA RAQUEL 110KV BP1,Desconocida
SANTA_ROSA_S__013,BA S/E SANTA ROSA SUR 12KV BA1,Desconocida
SANTA_ROSA_S__110,BA S/E SANTA ROSA SUR 110KV BP1,Desconocida
SANT_SOLAR____110,BA S/E SANTIAGO SOLAR 110KV BP1,Metropolitana
SAN_BERNARDO__013,BA S/E SAN BERNARDO 12KV BP1,Desconocida
SAN_BERNARDO__110,BA S/E SAN BERNARDO 110KV BP1,Desconocida
SAN_CLEMENTE__013,BA S/E SAN CLEMENTE 13.2KV BP1,Desconocida
SAN_CLEMENTE__066,BA S/E CENTRAL SAN CLEMENTE 66KV,Desconocida
SAN_CRISTOBAL_012,BA S/E SAN CRISTOBAL 12KV BP1,Desconocida
SAN_CRISTOBAL_110,BA S/E SAN CRISTOBAL 110KV BP1,Desconocida
SAN_FRANCISCO_220,BA S/E SECCIONADORA FRANCISCO 220KV BP1,Desconocida
SAN_IGNACIO___066,BA S/E SAN IGNACIO 66KV,Desconocida
SAN_JOAQUIN___013,BA S/E SAN JOAQUIN (ENEL TRANSMISION) 12KV BP1,Desconocida
SAN_JOAQUIN___110,BA S/E SAN JOAQUIN (ENEL TRANSMISION) 110KV BP1,Desconocida
SAN_JOSE______013,BA S/E SAN JOSE 12KV BP1,Desconocida
SAN_JOSE______110,BA S/E SAN JOSE 110KV BP1,Desconocida
SAN_JUAN______013,BA S/E SAN JUAN 13.2KV,Desconocida
SAN_JUAN______066,BA S/E SAN JUAN 66KV,Desconocida
SAN_PABLO_____013,,Desconocida
SAN_PABLO_____023,BA S/E SAN PABLO 23KV BA,Desconocida
SAN_PABLO_____110,BA S/E SAN PABLO 110KV BP1,Desconocida
SARCO_________220,,Desconocida
SAUZAL1_______110,BA S/E SAUZAL 110KV BP1,Desconocida
SAUZAL2_______110,BA S/E SAUZAL 110KV BP2,Desconocida
SAUZALITO_____013,,Desconocida
SAUZAL________013,BA S/E SAUZAL 13.8KV,Desconocida
SAUZAL________154,,Desconocida
SENORAZA______066,BA S/E LA SEÑORAZA 66KV BP1 [EN_REVISION],Desconocida
SENORAZA______220,BA S/E LA SEÑORAZA 220KV BP1 [EN_REVISION],Desconocida
SOLARJAMA_____220,BA S/E SOLAR JAMA 220KV BP,Desconocida
SOLIS_________154,BA S/E SOLIS 154KV BP1,Desconocida
SPENCE________220,BA S/E SPENCE 220KV BP,Desconocida
STA.ELISA_____023,BA S/E SANTA ELISA 23KV,Desconocida
STA.ELISA_____033,,Desconocida
STA.ELVIRA____013,BA S/E SANTA ELVIRA 15KV BP1,Desconocida
STA.ELVIRA____066,BA S/E SANTA ELVIRA 66kV BP1-S1 [NO_MOSTRAR],Desconocida
STA.FE________154,,Desconocida
STA.LUISA_____154,BA S/E SANTA LUISA 154KV BP1,Desconocida
STA.MARIA_____220,BA S/E SANTA MARIA 220KV BP1,Desconocida
STA.ROSA______023,BA S/E SANTA ROSA (CGE) 23KV,Desconocida
STA.ROSA______066,BA S/E SANTA ROSA (CGE) 66KV B1,Desconocida
STA_ISABEL____220,BA S/E SANTA ISABEL 220 KV BP1 [NO_MOSTRAR],Desconocida
STA_RAQUEL____020,BA S/E SANTA RAQUEL 20.4KV BP5 [No_Mostrar],Desconocida
SULFUROS______220,BA S/E SULFUROS 220KV BP,Desconocida
SUM_COLLAHUAS_220,BA S/E COLLAHUASI 220KV BP2,Desconocida
SUM_COLOSO____220,BA S/E COLOSO 220KV BP2,Desconocida
SUM_DOMEYKO___220,BA S/E DOMEYKO 220KV BP2,Desconocida
SUM_EKA.CHILE_154,BA S/E EKA CHILE 154KV BP1,Desconocida
SUM_MAPAL_____154,BA S/E MAPAL 154KV BP [NO_MOSTRAR],Desconocida
SUM_OGP1______220,BA S/E OGP1 220KV BP1,Desconocida
SUM_PALLATA___220,BA S/E PALLATA 220KV BP1 [No_Mostrar],Desconocida
SUM_QUILLOTA__220,BA S/E QUILLOTA 220KV BP1-2,Valparaíso
SUR___________013,BA S/E SUR 13.8KV,Desconocida
SUR___________110,BA S/E SUR 110KV [NO_MOSTRAR],Desconocida
T.A.MELIP_____110,BA S/E TAP OFF ALTO MELIPILLA (CGE) 110KV BP1,Desconocida
T.ACCNORTE____110,,Desconocida
T.AMARILLA____023,BA S/E TIERRA AMARILLA 23KV BP1-S1,Desconocida
T.AMARILLA____110,BA S/E TIERRA AMARILLA 110KV BP1-S1,Desconocida
T.BOCAS_______066,,Desconocida
T.CARAMPANGUE_066,,Desconocida
T.LLANBLANCOS_220,,Desconocida
T.NIHUE_______066,BA TAP OFF NIHUE 66KV,Desconocida
T.PINOS_______013,BA S/E TRES PINOS 13.2KV,Desconocida
T.PINOS_______066,BA S/E TRES PINOS 66KV,Desconocida
T.SEBASTIAN___066,,Desconocida
TA.HOSPICIO___110,,Desconocida
TAIRA1________033,BA S/E TAIRA 36kV BP1,Desconocida
TAIRA1________220,BA S/E TAIRA 220kV BP1,Desconocida
TAIRA2________033,BA S/E TAIRA 36kV BP2,Desconocida
TAIRA2________220,BA S/E TAIRA 220kV BT1,Desconocida
TALCA1________066,BA S/E TALCA 66KV BP1,Maule
TALCA2________066,BA S/E TALCA 66KV BP2 (HACIA LINARES),Maule
TALCAHUANO____013,BA S/E TALCAHUANO 15KV C1,Maule
TALCAHUANO____066,BA S/E TALCAHUANO 66KV,Maule
TALCAHUANO____154,BA S/E TALCAHUANO 154KV BP1,Maule
TALCA_________013,BA S/E TALCA 13.8KV,Maule
TALTAL________013,BA S/E TALTAL (ELECDA) 13.2KV ,Desconocida
TALTAL________110,,Desconocida
TAMANGO_______066,BA S/E TAMANGO 66kV BP1,Desconocida
TAMARUGAL_____023,BA S/E TAMARUGAL 23KV BP1,Desconocida
TAMARUGAL_____066,BA S/E TAMARUGAL 66KV BP1,Desconocida
TAP.CONCON____110,,Desconocida
TAP.ELEDEN____110,,Desconocida
TAP.MANZANO___066,BA S/E TAP OFF EL MANZANO (LITORAL) 66kV BP1,Desconocida
TAP.QUINTAY___066,BA S/E TAP OFF QUINTAY 66kV BP1,Desconocida
TAP.RENACA____110,,Desconocida
TAP1_MAQUIS___110,,Desconocida
TAP2_MAQUIS___110,,Desconocida
TAPCSJAVIER___066,,Desconocida
TAPIMPULSO____110,,Desconocida
TAPLLANQUIHUE_220,,Desconocida
TAPLLAUQUEREO_023,,Desconocida
TAPLOA________220,BA S/E TAP OFF EL LOA 220KV BP,Desconocida
TAPMREDON_____220,BA S/E CENTRAL MONTE REDONDO 220KV [No_Mostrar],Desconocida
TAPNEVADO_____066,BA S/E TAP OFF EL NEVADO 66 kV BP1 [NO_MOSTRAR],Desconocida
TAPS.FELIPE___110,,Desconocida
TAPS.RAFAEL___110,,Desconocida
TAPTALTAL1____220,BA TAP OFF TAL TAL 220KV BP2 [NO_MOSTRAR],Desconocida
TAPTALTAL2____220,,Desconocida
TAP_ALAMEDA___066,BA S/E ALAMEDA 66KV T2,Desconocida
TAP_BICENTENA_110,,Desconocida
TAP_BUIN______110,,Desconocida
TAP_BUREO_____220,,Desconocida
TAP_CALEU_____044,,Desconocida
TAP_CARRASCAL_110,,Desconocida
TAP_CHACABUCO_110,,Desconocida
TAP_CHAGRES___110,,Desconocida
TAP_CHANARES__110,,Desconocida
TAP_CHICUREO__220,,Desconocida
TAP_C_HIPICO__110,,Desconocida
TAP_DUQUECO___066,,Desconocida
TAP_EL_MAITEN_066,,Desconocida
TAP_EL_ROMERO_220,,Desconocida
TAP_ENTEL_____044,,Desconocida
TAP_FOPACO____154,,Desconocida
TAP_HIERROS2__110,,Desconocida
TAP_HOSPITAL__066,BA S/E TAP OFF HOSPITAL 66 kV BP1 [NO_MOSTRAR],Desconocida
TAP_LA_DEHESA_110,,Desconocida
TAP_LA_PALOMA_066,BA S/E TAP OFF LA PALOMA 66 kV BP1,Desconocida
TAP_LA_REINA__110,,Desconocida
TAP_LOMA_ALTA_220,,Desconocida
TAP_LOMA_COL__066,BA S/E TAP OFF LOMA COLORADA 66 kV BP1-S1 [NO_MOSTRAR],Desconocida
TAP_LOTA______066,,Desconocida
TAP_LO_BOZA___110,,Desconocida
TAP_MACUL_____110,,Desconocida
TAP_MCA_______220,,Desconocida
TAP_P.HONDO___066,BA S/E TAP OFF PASO HONDO 66kV BP1,Desconocida
TAP_PAJARITOS_110,,Desconocida
TAP_PALACIOS__023,BA TAP OFF PALACIOS 23KV,Desconocida
TAP_POLPAICO__066,BA S/E POLPAICO(CEMENTOS POLPAICO) 66KV,Metropolitana
TAP_PULELFU___066,BA S/E PULELFU 66KV,Desconocida
TAP_PUTAGAN___066,,Desconocida
TAP_QUILICURA_110,,Desconocida
TAP_RCOLORADO_066,BA S/E CENTRAL RIO COLORADO 66KV,Desconocida
TAP_RECOLETA__110,,Desconocida
TAP_RIOHUASCO_110,,Desconocida
TAP_RIOTOLTEN_220,BA S/E SECCIONADORA RIO TOLTEN 220KV BP2,Desconocida
TAP_ROSAL_____220,BA TAP EL ROSAL 220KV B1 [NO_MOSTRAR],Desconocida
TAP_S.P_P.B.B_066,,Desconocida
TAP_S.RAFAEL__066,,Desconocida
TAP_SAN_JOSE__110,,Desconocida
TAP_STA_MARTA_110,,Desconocida
TAP_STA_MARTA_220,BA S/E CENTRAL SANTA MARTA 220KV BP1,Desconocida
TAP_TALINAY___220,BA S/E CENTRAL TALINAY ORIENTE 220KV BP1,Desconocida
TAP_TRUPAN____220,,Desconocida
TAP_VICTORIA__066,BA S/E TAP OFF VICTORIA FFCC 66 kV BP1,Desconocida
TAP_VILLASECA_154,,Desconocida
TAP_VITACURA__110,,Desconocida
TARAPACA______011,BA S/E CENTRAL TARAPACA 11.5KV-TGTAR,Tarapacá
TARAPACA______013,BA S/E CENTRAL TARAPACA 13.8KV,Tarapacá
TARAPACA______220,BA S/E TARAPACA 220KV BP2,Tarapacá
TBARRILES_____220,BA S/E TAP OFF BARRILES 13.2KV,Desconocida
TCAPRICORNIO__220,,Desconocida
TCBB__________066,BA S/E TCBB 66KV BP1 [EN_REVISION],Desconocida
TCERROBALCON__110,BA S/E TAP OFF CERRO BALCON,Desconocida
TCHITACK______220,BA S/E TCHITACK 220KV BP1,Desconocida
TCHIZA________110,BA S/E TAP OFF CHIZA,Desconocida
TCUYA_________013,BA S/E TAP OFF CUYA 13.8KV,Desconocida
TCUYA_________110,BA S/E TAP OFF CUYA 110KV,Desconocida
TEMUCO________013,BA S/E TEMUCO 13.2KV,La Araucanía
TEMUCO________023,BA S/E TEMUCO 23KV,La Araucanía
TEMUCO________066,BA S/E TEMUCO 66kV BP1-1,La Araucanía
TEMUCO________220,BA S/E TEMUCO 220KV BP1-1,La Araucanía
TENO1_________154,,Desconocida
TENO2_________154,BA S/E TENO 154 kV BP1-S2,Desconocida
TENO__________013,BA S/E TENO 13.2KV BP1,Desconocida
TENO__________066,BA S/E TENO 66KV BP1,Desconocida
TENO__________154,BA S/E TENO 154KV BP1,Desconocida
TEN___________220,BA S/E TEN GIS 220KV BP1,Desconocida
TERMOPACIFIC__220,BA S/E CENTRAL TERMOPACIFICO 220KV BP1,Desconocida
TESORO________023,BA S/E EL TESORO 23KV,Desconocida
TESORO________220,BA S/E EL TESORO 220KV BP,Desconocida
TIGRE_________220,BA S/E TIGRE 220KV BP1,Desconocida
TILCOCO1______154,BA TAP TILCOCO 154KV,Desconocida
TILCOCO2______154,,Desconocida
TILOS_BULNES__013,"BA S/E LOS TILOS BULNES 13,8KV B1",Desconocida
TILOS_BULNES__066,BA S/E BULNES (FFCC) 66KV,Desconocida
TINGUIRIRICA__154,BA S/E TINGUIRIRICA 154KV BP1,Desconocida
TINGUIRIRICA__220,BA S/E TINGUIRIRICA 220KV BP1,Desconocida
TLIBERTADORES_110,BA S/E TAP LIBERTADORES 110 KV BP1,Desconocida
TMALPASO______110,BA S/E TAP OFF MAL PASO,Desconocida
TMAYACA_______110,,Desconocida
TMELON________012,BA S/E TUNEL EL MELON 12kV BP1,Desconocida
TMELON________044,BA S/E TUNEL EL MELON 44kV BP1,Desconocida
TNVICTORIA____220,BA S/E TAP OFF NUEVA VICTORIA 220KV [NO_MOSTRAR],Desconocida
TOCOPILLA_____005,BA S/E TOCOPILLA 5KV,Antofagasta
TOCOPILLA_____011,BA S/E CENTRAL TOCOPILLA 11.5KV TG1,Antofagasta
TOCOPILLA_____021,BA S/E CENTRAL TOCOPILLA 21KV-U16,Antofagasta
TOCOPILLA_____110,BA S/E CENTRAL TOCOPILLA 110KV BP1-2,Antofagasta
TOCOPILLA_____220,BA S/E CENTRAL TOCOPILLA 220KV BP1,Antofagasta
TOESTE________220,BA S/E TAP OFF OESTE 220KV [NO_MOSTRAR],Desconocida
TOFF.ARICA____110,,Arica y Parinacota
TOFF.DESALANT_110,BA S/E TAP OFF DESALANT 110KV [NO_MOSTRAR],Desconocida
TOFF.DOLORES__023,BA S/E TAP OFF DOLORES 24KV,Desconocida
TOFF.DOLORES__110,BA S/E TAP OFF DOLORES 110KV,Desconocida
TOFF.GARZAS___220,,Desconocida
TOFF.LLANOS___066,BA S/E TAP OFF LLANOS 66KV,Desconocida
TOFF.LLANOS___220,BA S/E TAP OFF LLANOS 220KV [NO_MOSTRAR],Desconocida
TOFF.MAURO____220,BA TAP OFF MAURO 220KV BP1,Desconocida
TOFF.MISTRAL__220,,Desconocida
TOFF.PALES____220,BA S/E TAP OFF PALESTINA 220KV [NO_MOSTRAR],Desconocida
TOFF.QUIANI___066,BA S/E TAP OFF QUIANI 66KV [NO_MOSTRAR],Desconocida
TOFF.QUILLA___220,,Desconocida
TOFF.RUCASOL__110,,Desconocida
TOFF.SOCOMPA__110,,Desconocida
TOFFPAMPALINA_220,,Desconocida
TOLPAN________220,,Desconocida
TOME__________023,BA S/E TOME 23KV,Desconocida
TOME__________066,BA S/E TOME 66KV B1,Desconocida
TORQUEMADA____110,BA S/E TORQUEMADA 110kV BP1,Desconocida
TOTORALICMP___220,BA S/E TOTORALILLO 220KV BP1,Desconocida
TOTORALILLO___110,BA S/E TOTORALILLO 110KV BP1,Desconocida
TOTORAL_______012,BA S/E EL TOTORAL 12kV BP1,Desconocida
TOTORAL_______066,BA S/E TOTORALILLO 66KV,Desconocida
TRAIGUEN______013,BA S/E TRAIGUEN 13.2KV,Desconocida
TRAIGUEN______066,BA S/E TRAIGUEN 66KV,Desconocida
TRESESQUINAS__013,BA S/E TRES ESQUINAS 13.8KV BP1,Desconocida
TRESESQUINAS__066,BA S/E TRES ESQUINAS 066KV,Desconocida
TS.GORDA_E____220,BA S/E SIERRA GORDA ETAPA 1 220KV BP1 [NO_MOSTRAR],Desconocida
TTAMARUGAL____066,BA TAP OFF TAMARUGAL 66KV,Desconocida
TUMBES________015,BA S/E TUMBES 15KV,Desconocida
TUMBES________066,BA S/E TUMBES 66KV,Desconocida
TUNICHE1______154,,Desconocida
TUNICHE2______154,,Desconocida
TUNICHE_______015,BA S/E TUNICHE 15KV BP1,Desconocida
TUNICHE_______066,BA S/E TUNICHE 66KV BP1,Desconocida
TURIBE________110,BA S/E TAP OFF URIBE 110kV BP1,Desconocida
TVITOR2_______110,,Desconocida
TVITOR________023,BA S/E TAP OFF VITOR N°2 23KV BP1 [EN_REVISION],Desconocida
